Power status;Alerts status;Meters status;Accounting status;In Contract;Connection type;Company;Printer;Printer's address;Manufacturer;Model;Serial;Site;Department;Contact;Asset number;Location;Days without meters;Zona;Provincia;Ciudad;Edificio;Tipo de unidad;Codigo de Red;NOTAS;EXCEPCIONES ALERTAS;Last meter
On;RedEvent;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0308723;10.57.22.199;Kyocera;ECOSYS M3550idn;LSN7Z52463;4-MADRID-MADRID-SUC-2831394;;914165597 - RESPONSABLE OFICINA 2831394 - SUC29.MADRID@CORREOS.COM;;CODIGO DE RED:2831394/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:ADMISION/LOCALIZACIÓN DESTINO:MADRID SUC 29/DIRECCION:ARTURO SORIA, 189/LOCALIDAD:MADRID/PROVINCIA:MADRID;0;4;MADRID;MADRID;0;SU;2831394;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0308721;10.57.22.198;Kyocera;ECOSYS M3550idn;LSN7Z52467;4-MADRID-MADRID-SUC-2831394;;914165597 - RESPONSABLE OFICINA 2831394 - SUC29.MADRID@CORREOS.COM;;CODIGO DE RED:2831394/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:ADMISION/LOCALIZACIÓN DESTINO:MADRID SUC 29/DIRECCION:ARTURO SORIA, 189/LOCALIDAD:MADRID/PROVINCIA:MADRID;0;4;MADRID;MADRID;0;SU;2831394;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0308722;10.57.22.197;Kyocera;ECOSYS M3550idn;LSN7Z52465;4-MADRID-MADRID-SUC-2831394;;914165597 - RESPONSABLE OFICINA 2831394 - SUC29.MADRID@CORREOS.COM;;CODIGO DE RED:2831394/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:ADMISION/LOCALIZACIÓN DESTINO:MADRID SUC 29/DIRECCION:ARTURO SORIA, 189/LOCALIDAD:MADRID/PROVINCIA:MADRID;0;4;MADRID;MADRID;0;SU;2831394;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0308718;10.57.35.71;Kyocera;ECOSYS M3550idn;LSN7Z51909;4-MADRID-MADRID-EO-2825194;;915838128 - RESPONSABLE OFICINA 2825194 - aecooperacion_internacional.madrid@correos.com;;CODIGO DE RED:2825194/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:ESTAFETA/LOCALIZACIÓN DESTINO:EO AGENCIA ESPAÑOLA DE COOPERACION INTERNACIONAL/DIRECCION:REYES CATOLICOS, 4/LOCALIDAD:MADRID/PROVINCIA:MADRID;0;4;MADRID;MADRID;0;OS2;2825194;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0308720;10.57.52.71;Kyocera;ECOSYS M3550idn;LSN7Z52505;4-MADRID-MADRID-SUC-2831694;;913761414 - RESPONSABLE OFICINA 2831694 - SUC32.MADRID@CORREOS.COM;;CODIGO DE RED:2831694/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:ADMISION/LOCALIZACIÓN DESTINO:MADRID SUC 32/DIRECCION:ROGELIO ENRIQUEZ, 5/LOCALIDAD:MADRID/PROVINCIA:MADRID;0;4;MADRID;MADRID;0;SU;2831694;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0308719;10.57.52.72;Kyocera;ECOSYS M3550idn;LSN7Z52499;4-MADRID-MADRID-SUC-2831694;;913761414 - RESPONSABLE OFICINA 2831694 - SUC32.MADRID@CORREOS.COM;;CODIGO DE RED:2831694/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:ADMISION/LOCALIZACIÓN DESTINO:MADRID SUC 32/DIRECCION:ROGELIO ENRIQUEZ, 5/LOCALIDAD:MADRID/PROVINCIA:MADRID;0;4;MADRID;MADRID;0;SU;2831694;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0308811;10.57.72.11;Kyocera;ECOSYS P3055dn;VLW7X69487;4-MADRID-MADRID-SAPARATOS-2824896;;913962173 - LUIS ZUÑIGA SAEZ 2824896 - luis.zuniga@correos.com;;CODIGO DE RED:2824896/PERSONA DE CONTACTO:LUIS ZUÑIGA SAEZ/DEPARTAMENTO:SALA APARATOS/LOCALIZACIÓN DESTINO:MADRID SALA DE APARATOS/DIRECCION:CTRA VILLAVERDE A VALLECAS KM, 3,5 2ª PTA/LOCALIDAD:MADRID/PROVINCIA:MADRID;0;4;MADRID;MADRID;0;SA;2824896;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0308816;10.57.72.16;Kyocera;ECOSYS P3055dn;VLW7X69483;4-MADRID-MADRID-SAPARATOS-2824896;;913962173 - LUIS ZUÑIGA SAEZ 2824896 - luis.zuniga@correos.com;;CODIGO DE RED:2824896/PERSONA DE CONTACTO:LUIS ZUÑIGA SAEZ/DEPARTAMENTO:SALA APARATOS/LOCALIZACIÓN DESTINO:MADRID SALA DE APARATOS/DIRECCION:CTRA VILLAVERDE A VALLECAS KM, 3,5 2ª PTA/LOCALIDAD:MADRID/PROVINCIA:MADRID;0;4;MADRID;MADRID;0;SA;2824896;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0308812;10.57.72.12;Kyocera;ECOSYS P3055dn;VLW7X69484;4-MADRID-MADRID-SAPARATOS-2824896;;913962173 - LUIS ZUÑIGA SAEZ 2824896 - luis.zuniga@correos.com;;CODIGO DE RED:2824896/PERSONA DE CONTACTO:LUIS ZUÑIGA SAEZ/DEPARTAMENTO:SALA APARATOS/LOCALIZACIÓN DESTINO:MADRID SALA DE APARATOS/DIRECCION:CTRA VILLAVERDE A VALLECAS KM, 3,5 2ª PTA/LOCALIDAD:MADRID/PROVINCIA:MADRID;0;4;MADRID;MADRID;0;SA;2824896;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0308817;10.57.72.17;Kyocera;ECOSYS P3055dn;VLW7X69499;4-MADRID-MADRID-SAPARATOS-2824896;;913962173 - LUIS ZUÑIGA SAEZ 2824896 - luis.zuniga@correos.com;;CODIGO DE RED:2824896/PERSONA DE CONTACTO:LUIS ZUÑIGA SAEZ/DEPARTAMENTO:SALA APARATOS/LOCALIZACIÓN DESTINO:MADRID SALA DE APARATOS/DIRECCION:CTRA VILLAVERDE A VALLECAS KM, 3,5 2ª PTA/LOCALIDAD:MADRID/PROVINCIA:MADRID;0;4;MADRID;MADRID;0;SA;2824896;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0308813;10.57.72.14;Kyocera;ECOSYS M3550idn;LSN7Z52430;4-MADRID-MADRID-SAPARATOS-2824896;;913962173 - LUIS ZUÑIGA SAEZ 2824896 - luis.zuniga@correos.com;;CODIGO DE RED:2824896/PERSONA DE CONTACTO:LUIS ZUÑIGA SAEZ/DEPARTAMENTO:SALA APARATOS/LOCALIZACIÓN DESTINO:MADRID SALA DE APARATOS/DIRECCION:CTRA VILLAVERDE A VALLECAS KM, 3,5 2ª PTA/LOCALIDAD:MADRID/PROVINCIA:MADRID;0;4;MADRID;MADRID;0;SA;2824896;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0308814;10.57.72.15;Kyocera;ECOSYS M3550idn;LSN7Z52438;4-MADRID-MADRID-SAPARATOS-2824896;;913962173 - LUIS ZUÑIGA SAEZ 2824896 - luis.zuniga@correos.com;;CODIGO DE RED:2824896/PERSONA DE CONTACTO:LUIS ZUÑIGA SAEZ/DEPARTAMENTO:SALA APARATOS/LOCALIZACIÓN DESTINO:MADRID SALA DE APARATOS/DIRECCION:CTRA VILLAVERDE A VALLECAS KM, 3,5 2ª PTA/LOCALIDAD:MADRID/PROVINCIA:MADRID;0;4;MADRID;MADRID;0;SA;2824896;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0308681;10.57.69.198;Kyocera;ECOSYS M3550idn;LSN7Z51670;4-MADRID-VELILLA DE SAN ANTONIO-OT-2889103;;916551383 - RESPONSABLE OFICINA 2889103 - VELILLASANANTONIO.MADRID@CORREOS.COM;;CODIGO DE RED:2889103/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:CARTERIA/LOCALIZACIÓN DESTINO:VELILLA DE SAN ANTONIO/DIRECCION:LOECHES, 13/LOCALIDAD:VELILLA_DE_SAN_ANTONIO/PROVINCIA:MADRID;0;4;MADRID;VELILLA_DE_SAN_ANTONIO;0;OT;2889103;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0308678;10.57.70.202;Kyocera;ECOSYS M3550idn;LSN7Z52456;4-MADRID-VILLALBILLA-UD-2897294;;918850456 - RESPONSABLE OFICINA 2897294 - URVILLALBILLA.MADRID@CORREOS.COM;;CODIGO DE RED:2897294/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:CARTERIA/LOCALIZACIÓN DESTINO:UD VILLALBILLA/DIRECCION:LA TINA 3/LOCALIDAD:VILLALBILLA/PROVINCIA:MADRID;0;4;MADRID;VILLALBILLA;0;UD;2897294;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0308682;10.57.69.199;Kyocera;ECOSYS M3550idn;LSN7Z51665;4-MADRID-VELILLA DE SAN ANTONIO-OT-2889103;;916551383 - RESPONSABLE OFICINA 2889103 - VELILLASANANTONIO.MADRID@CORREOS.COM;;CODIGO DE RED:2889103/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:CARTERIA/LOCALIZACIÓN DESTINO:VELILLA DE SAN ANTONIO/DIRECCION:LOECHES, 13/LOCALIDAD:VELILLA_DE_SAN_ANTONIO/PROVINCIA:MADRID;0;4;MADRID;VELILLA_DE_SAN_ANTONIO;0;OT;2889103;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0303271;10.57.128.76;Kyocera;ECOSYS P3055dn;VLW7Y74988;3-BARCELONA-SANT CELONI-OT-847001;;938670389 - RESPONSABLE UNIDAD 0847001 - santceloni.barcelona@correos.com;;CODIGO DE RED:0847001/PERSONA DE CONTACTO:Responsable unidad/DEPARTAMENTO:MUEBLE/LOCALIZACIÓN DESTINO:SANT CELONI/DIRECCION:PL. MIQUEL GRIVE, 2/LOCALIDAD:SANT CELONI/PROVINCIA:BARCELONA;0;3;BARCELONA;SANT CELONI;0;OT;847001;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0303277;10.57.151.72;Kyocera;ECOSYS M3550idn;LSN7Z51916;3-BARCELONA-ARENYS DE MUNT-OT-835801;;937950724 - RESPONSABLE UNIDAD 0835801 - arenysmunt.barcelona@correos.com;;CODIGO DE RED:0835801/PERSONA DE CONTACTO:Responsable unidad/DEPARTAMENTO:VENTANILLA/LOCALIZACIÓN DESTINO:ARENYS DE MUNT/DIRECCION:NOU, 5-7 BAJOS/LOCALIDAD:ARENY DE MUNT/PROVINCIA:BARCELONA;0;3;BARCELONA;ARENY DE MUNT;0;OT;835801;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0311636;10.57.173.23;Kyocera;ECOSYS P3055dn;VLW7Y74990;3-BARCELONA-TERRASSA-UR-811896;;937805440 - RESPONSABLE UNIDAD 0811896 - ur1Terrassa.barcelona@correos.com;;CODIGO DE RED:0811896/PERSONA DE CONTACTO:Responsable unidad/DEPARTAMENTO:MUEBLE/LOCALIZACIÓN DESTINO:TARRASA UNIDAD DE REPARTO 1/DIRECCION:MOSSEN JACINT VERDAGUER 16/LOCALIDAD:TERRASSA/PROVINCIA:BARCELONA;0;3;BARCELONA;TERRASSA;0;UR;811896;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0311637;10.57.184.133;Kyocera;ECOSYS M3550idn;LSN7Z52694;3-BARCELONA-TERRASSA-SUC-883294;;937363744 - RESPONSABLE UNIDAD 0883294 - suc4Terrassa.barcelona@correos.com;;CODIGO DE RED:0883294/PERSONA DE CONTACTO:Responsable unidad/DEPARTAMENTO:MUEBLE/LOCALIZACIÓN DESTINO:TERRASSA SUC 4/DIRECCION:PAU MARSAL 36-38/LOCALIDAD:TERRASSA/PROVINCIA:BARCELONA;0;3;BARCELONA;TERRASSA;0;SU;883294;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0311639;10.57.184.135;Kyocera;ECOSYS M3550idn;LSN7Z52692;3-BARCELONA-TERRASSA-SUC-883294;;937363744 - RESPONSABLE UNIDAD 0883294 - suc4Terrassa.barcelona@correos.com;;CODIGO DE RED:0883294/PERSONA DE CONTACTO:Responsable unidad/DEPARTAMENTO:MUEBLE/LOCALIZACIÓN DESTINO:TERRASSA SUC 4/DIRECCION:PAU MARSAL 36-38/LOCALIDAD:TERRASSA/PROVINCIA:BARCELONA;0;3;BARCELONA;TERRASSA;0;SU;883294;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0311638;10.57.184.134;Kyocera;ECOSYS M3550idn;LSN7Z52696;3-BARCELONA-TERRASSA-SUC-883294;;937363744 - RESPONSABLE UNIDAD 0883294 - suc4Terrassa.barcelona@correos.com;;CODIGO DE RED:0883294/PERSONA DE CONTACTO:Responsable unidad/DEPARTAMENTO:MUEBLE/LOCALIZACIÓN DESTINO:TERRASSA SUC 4/DIRECCION:PAU MARSAL 36-38/LOCALIDAD:TERRASSA/PROVINCIA:BARCELONA;0;3;BARCELONA;TERRASSA;0;SU;883294;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0309675;10.57.215.5;Kyocera;ECOSYS M3550idn;LSN7Z52691;5-VALENCIA-ONTINYENT-OT-4687001;;962380521 - RESPONSABLE OFICINA 4687001 - ONTINYENT.VALENCIA@CORREOS.COM;;CODIGO DE RED:4687001/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:IP032002/LOCALIZACIÓN DESTINO:ONTINYENT/DIRECCION:LITERATO FRAY LUIS GALIANA 13 /LOCALIDAD:ONTINYENT/PROVINCIA:VALENCIA;0;5;VALENCIA;ONTINYENT;0;OT;4687001;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0309676;10.57.215.6;Kyocera;ECOSYS M3550idn;LSN7Z52496;5-VALENCIA-ONTINYENT-OT-4687001;;962380521 - RESPONSABLE OFICINA 4687001 - ONTINYENT.VALENCIA@CORREOS.COM;;CODIGO DE RED:1541394/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:OFICINA/LOCALIZACIÓN DESTINO:CORISTANCO/DIRECCION:C/ RUA DA PATACA S/N ( EDIF. MÚLTIPLES)/LOCALIDAD:CORISTANCO/PROVINCIA:CORUÑA;0;5;VALENCIA;ONTINYENT;0;;4687001;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0309680;10.57.215.10;Kyocera;ECOSYS M3550idn;LSN7Z52488;5-VALENCIA-ONTINYENT-UD-4626794;;962388031 - RESPONSABLE OFICINA 4626794 - URONTINYENT.VALENCIA@CORREOS.COM;;CODIGO DE RED:4626794/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:ADMISION/LOCALIZACIÓN DESTINO:UD ONTINYENT/DIRECCION:C/ PADRE LUIS GALIANA, 1-3 BAJOS/LOCALIDAD:ONTINYENT/PROVINCIA:VALENCIA;0;5;VALENCIA;ONTINYENT;0;UD;4626794;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0309636;10.57.238.69;Kyocera;ECOSYS M3550idn;LSN7Z51581;5-VALENCIA-ENGUERA-OT-4681001;;962224125 - RESPONSABLE OFICINA 4681001 - ENGUERA.VALENCIA@CORREOS.COM;;CODIGO DE RED:4681001/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:ADMISION/LOCALIZACIÓN DESTINO:ENGUERA/DIRECCION:ANGELES, 3/LOCALIDAD:ENGUERA/PROVINCIA:VALENCIA;0;5;VALENCIA;ENGUERA;0;OT;4681001;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0311035;10.57.233.197;Kyocera;ECOSYS M3550idn;LSN7Z52473;5-VALENCIA-CANALS-OT-4665001;;962240394 - RESPONSABLE OFICINA 4665001 - CANALS.VALENCIA@CORREOS.COM;;CODIGO DE RED:4665001/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:ADMISION/LOCALIZACIÓN DESTINO:CANALS/DIRECCION:DIONIS D'HONGRIA 15 /LOCALIDAD:CANALS/PROVINCIA:VALENCIA;0;5;VALENCIA;CANALS;0;OT;4665001;;;06/04/2020
On;OrangeEvent;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0309637;10.57.238.70;Kyocera;ECOSYS M3550idn;LSN7Z52423;5-VALENCIA-ENGUERA-OT-4681001;;962224125 - RESPONSABLE OFICINA 4681001 - ENGUERA.VALENCIA@CORREOS.COM;;CODIGO DE RED:4681001/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:ADMISION/LOCALIZACIÓN DESTINO:ENGUERA/DIRECCION:ANGELES, 3/LOCALIDAD:ENGUERA/PROVINCIA:VALENCIA;0;5;VALENCIA;ENGUERA;0;OT;4681001;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0311034;10.57.233.198;Kyocera;ECOSYS M3550idn;LSN7Z52477;5-VALENCIA-CANALS-OT-4665001;;962240394 - RESPONSABLE OFICINA 4665001 - CANALS.VALENCIA@CORREOS.COM;;CODIGO DE RED:4665001/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:ADMISION/LOCALIZACIÓN DESTINO:CANALS/DIRECCION:DIONIS D'HONGRIA 15 /LOCALIDAD:CANALS/PROVINCIA:VALENCIA;0;5;VALENCIA;CANALS;0;OT;4665001;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0309638;10.57.238.71;Kyocera;ECOSYS M3550idn;LSN7Z52372;5-VALENCIA-ENGUERA-UD-4638294;;962224125 - RESPONSABLE OFICINA 4638294 - URENGUERA.VALENCIA@CORREOS.COM;;CODIGO DE RED:4638294/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:ADMISION/LOCALIZACIÓN DESTINO:UD ENGUERA/DIRECCION:LOS ANGELES 3/LOCALIDAD:ENGUERA/PROVINCIA:VALENCIA;0;5;VALENCIA;ENGUERA;0;UD;4638294;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0311036;10.57.233.199;Kyocera;ECOSYS M3550idn;LSN7Z52752;5-VALENCIA-CANALS-UD-4637394;;962240394 - RESPONSABLE OFICINA 4637394 - URCANALS.VALENCIA@CORREOS.COM;;CODIGO DE RED:4637394/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:ADMISION/LOCALIZACIÓN DESTINO:UD CANALS/DIRECCION:AV VICENTE FERRI 8/LOCALIDAD:CANALS/PROVINCIA:VALENCIA;0;5;VALENCIA;CANALS;0;UD;4637394;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0312498;10.58.8.143;Kyocera;ECOSYS P3055dn;VLW7X72626;1-ASTURIAS-GIJON XIXON-UR-3304896;;985176807 - RESPONSABLE OFICINA 3304896 - UR1GIJON.ASTURIAS@CORREOS.COM - tecnologia.zona1@correos.com;;CODIGO DE RED:3304896/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:INTERIOR/LOCALIZACIÓN DESTINO:GIJON UNIDAD DE REPARTO 1/DIRECCION:C/ FERNÁNDEZ VALLIN Nº 4 1ª PLANTA/LOCALIDAD:GIJON/PROVINCIA:ASTURIAS;0;1;ASTURIAS;GIJON;0;UR;3304896;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0312497;10.58.8.142;Kyocera;ECOSYS P3055dn;VLW7X72633;1-ASTURIAS-GIJON XIXON-UR-3304896;;985176807 - RESPONSABLE OFICINA 3304896 - UR1GIJON.ASTURIAS@CORREOS.COM - tecnologia.zona1@correos.com;;CODIGO DE RED:3304896/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:INTERIOR/LOCALIZACIÓN DESTINO:GIJON UNIDAD DE REPARTO 1/DIRECCION:C/ FERNÁNDEZ VALLIN Nº 4 1ª PLANTA/LOCALIDAD:GIJON/PROVINCIA:ASTURIAS;0;1;ASTURIAS;GIJON;0;UR;3304896;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0312499;10.58.8.144;Kyocera;ECOSYS P3055dn;VLW7X69709;1-ASTURIAS-GIJON XIXON-UR-3304896;;985176807 - RESPONSABLE OFICINA 3304896 - UR1GIJON.ASTURIAS@CORREOS.COM - tecnologia.zona1@correos.com;;CODIGO DE RED:3304896/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:INTERIOR/LOCALIZACIÓN DESTINO:GIJON UNIDAD DE REPARTO 1/DIRECCION:C/ FERNÁNDEZ VALLIN Nº 4 1ª PLANTA/LOCALIDAD:GIJON/PROVINCIA:ASTURIAS;0;1;ASTURIAS;GIJON;0;UR;3304896;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0314196;10.58.50.166;Kyocera;ECOSYS M3550idn;LSN7Z51901;6-SEVILLA-CONSTANTINA-OT-4145006;;955881732 - RESPONSABLE OFICINA 4145006 - constantina.sevilla@correos.com;;CODIGO DE RED:4145006/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:MOSTRADOR/LOCALIZACIÓN DESTINO:CONSTANTINA/DIRECCION:PESO, 13/LOCALIDAD:CONSTANTINA/PROVINCIA:SEVILLA;0;6;SEVILLA;CONSTANTINA;0;OT;4145006;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0314278;10.58.50.165;Kyocera;ECOSYS M3550idn;LSN7Z51903;6-SEVILLA-CONSTANTINA-OT-4145006;;955881732 - RESPONSABLE OFICINA 4145006 - constantina.sevilla@correos.com;;CODIGO DE RED:4145006/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:MOSTRADOR/LOCALIZACIÓN DESTINO:CONSTANTINA/DIRECCION:PESO, 13/LOCALIDAD:CONSTANTINA/PROVINCIA:SEVILLA;0;6;SEVILLA;CONSTANTINA;0;OT;4145006;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0311890;10.58.60.102;Kyocera;ECOSYS P3055dn;VLW7Y74995;5-ALICANTE-ALICANTE ALACANT-UD-334994;;965666068 - RESPONSABLE OFICINA 0334994 - URSANVICENTERASPEIG.ALICANTE@CORREOS.COM;;CODIGO DE RED:0334994/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:VENTANILLA/LOCALIZACIÓN DESTINO:UD SAN VICENTE DEL RASPEIG/DIRECCION:C/ JAIME I, 2/LOCALIDAD:SAN_VICENTE_DEL_RASPEIG/PROVINCIA:ALICANTE;0;5;ALICANTE;SAN_VICENTE_DEL_RASPEIG;0;UD;334994;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0311889;10.58.60.101;Kyocera;ECOSYS M3550idn;LSN7Z52342;5-ALICANTE-ALICANTE ALACANT-UD-334994;;965666068 - RESPONSABLE OFICINA 0334994 - URSANVICENTERASPEIG.ALICANTE@CORREOS.COM;;CODIGO DE RED:0334994/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:VENTANILLA/LOCALIZACIÓN DESTINO:UD SAN VICENTE DEL RASPEIG/DIRECCION:C/ JAIME I, 2/LOCALIDAD:SAN_VICENTE_DEL_RASPEIG/PROVINCIA:ALICANTE;0;5;ALICANTE;SAN_VICENTE_DEL_RASPEIG;0;UD;334994;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0313124;10.55.206.101;Kyocera;ECOSYS M3550idn;LSN7Z52742;3-GIRONA-TOSSA-OT-1732006;;972340457 - RESPONSABLE UNIDAD 1732006 - tossa.girona@correos.com;;CODIGO DE RED:1732006/PERSONA DE CONTACTO:Responsable unidad/DEPARTAMENTO:ADMISION/LOCALIZACIÓN DESTINO:TOSSA/DIRECCION:MARIA AUXILIADORA, 4/LOCALIDAD:TOSSA DE MAR/PROVINCIA:GIRONA;0;3;GIRONA;TOSSA DE MAR;0;OT;1732006;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0308939;10.55.193.199;Kyocera;ECOSYS M3550idn;LSN7Z51950;2-NAVARRA-BURLADA BURLATA-OT-3160001;;948128488 - RESPONSABLE OFICINA 3160001 - BURLADA.NAVARRA@CORREOS.COM;;CODIGO DE RED:3160001/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:MOSTRADOR/LOCALIZACIÓN DESTINO:BURLADA-BURLATA/DIRECCION:SAN MIGUEL 2/LOCALIDAD:BURLADA_BURLATA/PROVINCIA:NAVARRA;0;2;NAVARRA;BURLADA_BURLATA;0;OT;3160001;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0311240;10.55.217.176;Kyocera;ECOSYS M3550idn;LSN7Z52354;4-TOLEDO-ILLESCAS-UR-4518494;;925514557 - RESPONSABLE OFICINA 4518494 - URILLESCAS.TOLEDO@CORREOS.COM;;CODIGO DE RED:4518494/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:CARTERIA/LOCALIZACIÓN DESTINO:UD ILLESCAS/DIRECCION:PLAZA DEL MERCADO, 8/LOCALIDAD:ILLESCAS/PROVINCIA:TOLEDO;0;4;TOLEDO;ILLESCAS;0;UD;4518494;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0313615;10.55.48.12;Kyocera;ECOSYS M3550idn;LSN7Z51077;2-HUESCA-HUESCA-OP-2200010;;974225999 - RESPONSABLEOFICINA - OP.HUESCA@CORREOS.COM;;CODIGO DE RED:2200010/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:MOSTRADOR/LOCALIZACIÓN DESTINO:HUESCA OP/DIRECCION:COSO ALTO 14 /LOCALIDAD:HUESCA/PROVINCIA:HUESCA;0;2;HUESCA;HUESCA;0;OP;2200010;Sustituye a LSN7637905 E0303982;;06/04/2020
